DISTRICT,SchoolName,district_schoolname,tested or not?,not found in testing data list,count of schools
Santa Rita Union Elementary,New Republic Elementary,Santa Rita Union Elementary_New Republic Elementary,tested,FALSE,1
Salinas City Elementary,Boronda Meadows,Salinas City Elementary_Boronda Meadows,tested,FALSE,1
Salinas City Elementary,El Gabilan Elementary,Salinas City Elementary_El Gabilan Elementary,tested,FALSE,1
Salinas City Elementary,Henry F. Kammann Elementary,Salinas City Elementary_Henry F. Kammann Elementary,tested,FALSE,1
Salinas City Elementary,Laurel Wood Elementary,Salinas City Elementary_Laurel Wood Elementary,tested,FALSE,1
Salinas City Elementary,Los Padres Elementary,Salinas City Elementary_Los Padres Elementary,tested,FALSE,1
Salinas City Elementary,Mission Park Elementary,Salinas City Elementary_Mission Park Elementary,tested,FALSE,1
Salinas City Elementary,Monterey Park Elementary,Salinas City Elementary_Monterey Park Elementary,tested,FALSE,1
Salinas City Elementary,Natividad Elementary,Salinas City Elementary_Natividad Elementary,tested,FALSE,1
Salinas City Elementary,Sherwood Elementary,Salinas City Elementary_Sherwood Elementary,tested,FALSE,2
Salinas City Elementary,University Park Elementary,Salinas City Elementary_University Park Elementary,tested,FALSE,2
Salinas City Elementary,Boronda Elementary,Salinas City Elementary_Boronda Elementary,tested,FALSE,1
Lagunita Elementary,Lagunita Elementary,Lagunita Elementary_Lagunita Elementary,tested,FALSE,1
Salinas Union High,Harden Middle,Salinas Union High_Harden Middle,tested,FALSE,1
Salinas Union High,Everett Alvarez High,Salinas Union High_Everett Alvarez High,tested,FALSE,1
Salinas Union High,Mount Toro High,Salinas Union High_Mount Toro High,tested,FALSE,1
Salinas Union High,North Salinas High,Salinas Union High_North Salinas High,tested,FALSE,1
Salinas Union High,Salinas High,Salinas Union High_Salinas High,tested,FALSE,1
Alisal Union,John E. Steinbeck Elementary,Alisal Union_John E. Steinbeck Elementary,tested,FALSE,1
Alisal Union,Oasis Charter Public,Alisal Union_Oasis Charter Public,tested,FALSE,1
Salinas Union High,Carr Lake Community Day,Salinas Union High_Carr Lake Community Day,tested,FALSE,1
Salinas Union High,El Puente,Salinas Union High_El Puente,tested,FALSE,1
Spreckels Union Elementary,Buena Vista Middle,Spreckels Union Elementary_Buena Vista Middle,tested,FALSE,1
Washington Union Elementary,Toro Park Elementary,Washington Union Elementary_Toro Park Elementary,tested,FALSE,1
Pajaro Valley Unified,Hall District Elementary,Pajaro Valley Unified_Hall District Elementary,tested,FALSE,1
Monterey Peninsula Unified,Central Coast High,Monterey Peninsula Unified_Central Coast High,tested,FALSE,1
Monterey Peninsula Unified,Dual Language Academy of the Monterey Peninsula,Monterey Peninsula Unified_Dual Language Academy of the Monterey Peninsula,tested,FALSE,1
Monterey Peninsula Unified,George C. Marshall Elementary,Monterey Peninsula Unified_George C. Marshall Elementary,tested,FALSE,1
Monterey Peninsula Unified,Ione Olson Elementary,Monterey Peninsula Unified_Ione Olson Elementary,tested,FALSE,1
Monterey Peninsula Unified,J. C. Crumpton Elementary,Monterey Peninsula Unified_J. C. Crumpton Elementary,tested,FALSE,1
Monterey Peninsula Unified,Los Arboles Middle,Monterey Peninsula Unified_Los Arboles Middle,tested,FALSE,1
Monterey Peninsula Unified,Marina Childrens Center,Monterey Peninsula Unified_Marina Childrens Center,tested,FALSE,1
Monterey Peninsula Unified,Marina High,Monterey Peninsula Unified_Marina High,tested,FALSE,2
Monterey Peninsula Unified,Marina Vista Elementary,Monterey Peninsula Unified_Marina Vista Elementary,tested,FALSE,2
Monterey Peninsula Unified,Seaside High,Monterey Peninsula Unified_Seaside High,tested,FALSE,1
Monterey Peninsula Unified,Seaside Middle,Monterey Peninsula Unified_Seaside Middle,tested,FALSE,1
Monterey Peninsula Unified School District ,Highland Elementary School,Monterey Peninsula Unified School District_Highland Elementary School,tested,FALSE,1
Monterey Peninsula Unified,International School of Monterey,Monterey Peninsula Unified_International School of Monterey,tested,FALSE,1
Monterey Peninsula Unified School District ,King Elementary School,Monterey Peninsula Unified School District_King Elementary School,tested,FALSE,1
North Monterey County Unified,North Monterey County High,North Monterey County Unified_North Monterey County High,tested,FALSE,1
Pajaro Valley Unified,Pajaro Middle,Pajaro Valley Unified_Pajaro Middle,tested,FALSE,1
Spreckels Union Elementary,Spreckels Elementary,Spreckels Union Elementary_Spreckels Elementary,tested,FALSE,2
,Foothills Adventist Elementary,_Foothills Adventist Elementary,#N/A,FALSE,1
Calistoga Joint Unified,Calistoga Elementary,Calistoga Joint Unified_Calistoga Elementary,tested,FALSE,1
Calistoga Joint Unified,Calistoga Junior-Senior High,Calistoga Joint Unified_Calistoga Junior-Senior High,tested,FALSE,1
Calistoga Joint Unified,Palisades High (Continuation),Calistoga Joint Unified_Palisades High (Continuation),tested,FALSE,1
Napa Valley Unified,Alta Heights Elementary,Napa Valley Unified_Alta Heights Elementary,tested,FALSE,1
Napa Valley Unified,West Park Elementary,Napa Valley Unified_West Park Elementary,tested,FALSE,2
Napa Valley Unified,Stone Bridge,Napa Valley Unified_Stone Bridge,tested,FALSE,1
Napa Valley Unified,Snow Elementary,Napa Valley Unified_Snow Elementary,tested,FALSE,1
Napa Valley Unified,Harvest Middle,Napa Valley Unified_Harvest Middle,tested,FALSE,1
Napa Valley Unified,River Charter,Napa Valley Unified_River Charter,tested,FALSE,1
Napa Valley Unified,Shearer Elementary,Napa Valley Unified_Shearer Elementary,tested,FALSE,1
Napa Valley Unified,Napa Valley Language Academy,Napa Valley Unified_Napa Valley Language Academy,tested,FALSE,1
Napa Valley Unified,Browns Valley Elementary,Napa Valley Unified_Browns Valley Elementary,tested,FALSE,2
Napa Valley Unified,New Technology High,Napa Valley Unified_New Technology High,tested,FALSE,2
Napa Valley Unified,Napa High,Napa Valley Unified_Napa High,tested,FALSE,1
Napa Valley Unified,McPherson Elementary,Napa Valley Unified_McPherson Elementary,tested,FALSE,1
Napa Valley Unified,Valley Oak High,Napa Valley Unified_Valley Oak High,tested,FALSE,1
Napa Valley Unified,El Centro Elementary,Napa Valley Unified_El Centro Elementary,tested,FALSE,1
Napa Valley Unified,Vintage High,Napa Valley Unified_Vintage High,tested,FALSE,1
Napa Valley Unified,Bel Aire Park Elementary,Napa Valley Unified_Bel Aire Park Elementary,tested,FALSE,1
Napa Valley Unified,Phillips Elementary,Napa Valley Unified_Phillips Elementary,tested,FALSE,1
Napa Valley Unified,Mt. George International,Napa Valley Unified_Mt. George International,tested,FALSE,1
Napa Valley Unified,Silverado Middle,Napa Valley Unified_Silverado Middle,tested,FALSE,2
Napa Valley Unified,Salvador Elementary,Napa Valley Unified_Salvador Elementary,tested,FALSE,1
Napa Valley Unified,Pueblo Vista Elementary,Napa Valley Unified_Pueblo Vista Elementary,tested,FALSE,1
Napa Valley Unified,Redwood Middle,Napa Valley Unified_Redwood Middle,tested,FALSE,3
Napa Valley Unified,Vichy Elementary,Napa Valley Unified_Vichy Elementary,tested,FALSE,1
Napa Valley Unified,Napa Valley Adult,Napa Valley Unified_Napa Valley Adult,tested,FALSE,1
Napa County Office of Education,Napa County Community,Napa County Office of Education_Napa County Community,tested,FALSE,1
Saint Helena Unified,Saint Helena High,Saint Helena Unified_Saint Helena High,tested,FALSE,1
Saint Helena Unified,Robert Louis Stevenson Intermediate,Saint Helena Unified_Robert Louis Stevenson Intermediate,tested,FALSE,1
Saint Helena Unified,Saint Helena Elementary,Saint Helena Unified_Saint Helena Elementary,tested,FALSE,1
Saint Helena Unified,Saint Helena Primary,Saint Helena Unified_Saint Helena Primary,tested,FALSE,1
Napa Valley Unified,Donaldson Way Elementary,Napa Valley Unified_Donaldson Way Elementary,tested,FALSE,1
Napa Valley Unified,Napa Junction Elementary,Napa Valley Unified_Napa Junction Elementary,tested,FALSE,1
Napa Valley Unified,Canyon Oaks Elementary,Napa Valley Unified_Canyon Oaks Elementary,tested,FALSE,1
Napa Valley Unified,American Canyon Middle,Napa Valley Unified_American Canyon Middle,tested,FALSE,1
Napa Valley Unified,American Canyon High,Napa Valley Unified_American Canyon High,tested,FALSE,1
,Pacific Union College Elementary,_Pacific Union College Elementary,#N/A,FALSE,1
,Pacific Union College Preparatory,_Pacific Union College Preparatory,#N/A,FALSE,1
Twin Ridges Elementary,Washington Elementary School,Twin Ridges Elementary_Washington Elementary School,tested,FALSE,1
Grass Valley Elementary,Grass Valley Charter,Grass Valley Elementary_Grass Valley Charter,tested,FALSE,1
Nevada City,Nevada City Elementary SAEL,Nevada City_Nevada City Elementary SAEL,tested,FALSE,1
Nevada City Elementary,Seven Hills Intermediate,Nevada City Elementary_Seven Hills Intermediate,tested,FALSE,1
Nevada City School District,Twin Ridges Home Study Charter Schol,Nevada City School District_Twin Ridges Home Study Charter Schol,tested,FALSE,1
Nevada City School District,Earle Jamieson Educational Options,Nevada City School District_Earle Jamieson Educational Options,tested,FALSE,1
Nevada City Elementary,Deer Creek Elementary,Nevada City Elementary_Deer Creek Elementary,tested,FALSE,1
Nevada City School District,Terence K. McAteer Center,Nevada City School District_Terence K. McAteer Center,tested,FALSE,1
Nevada Joint Union High,Nevada Union High,Nevada Joint Union High_Nevada Union High,tested,FALSE,1
Grass Valley Elementary,Margaret G. Scotten Elementary,Grass Valley Elementary_Margaret G. Scotten Elementary,tested,FALSE,1
Grass Valley Elementary,Lyman Gilmore Middle,Grass Valley Elementary_Lyman Gilmore Middle,tested,FALSE,1
Grass Valley Elementary,Grass Valley Preschool,Grass Valley Elementary_Grass Valley Preschool,tested,FALSE,1
Nevada County Office of Education,Bitney College Preparatory High,Nevada County Office of Education_Bitney College Preparatory High,tested,FALSE,1
Nevada Joint Union High,William & Marian Ghidotti High,Nevada Joint Union High_William & Marian Ghidotti High,tested,FALSE,1
Pleasant Ridge Union Elementary,Alta Sierra Elementary,Pleasant Ridge Union Elementary_Alta Sierra Elementary,tested,FALSE,1
Chicago Park Elementary,Chicago Park Elementary,Chicago Park Elementary_Chicago Park Elementary,tested,FALSE,1
Union Hill Elementary,Union Hill Elementary,Union Hill Elementary_Union Hill Elementary,tested,FALSE,1
Pleasant Ridge Union Elementary,Cottage Hill Elementary,Pleasant Ridge Union Elementary_Cottage Hill Elementary,tested,FALSE,1
Pleasant Ridge Union Elementary,Magnolia Intermediate,Pleasant Ridge Union Elementary_Magnolia Intermediate,tested,FALSE,1
Nevada Joint Union High,Bear River High,Nevada Joint Union High_Bear River High,tested,FALSE,1
Penn Valley Union Elementary,Williams Ranch Elementary,Penn Valley Union Elementary_Williams Ranch Elementary,tested,FALSE,1
Penn Valley Union Elementary,Vantage Point Charter,Penn Valley Union Elementary_Vantage Point Charter,tested,FALSE,1
Penn Valley Union Elementary,Ready Springs Elementary,Penn Valley Union Elementary_Ready Springs Elementary,tested,FALSE,1
Magnolia Elementary,Lord Baden-Powell,Magnolia Elementary_Lord Baden-Powell,tested,FALSE,1
Magnolia Elementary,Walt Disney,Magnolia Elementary_Walt Disney,tested,FALSE,1
Magnolia Elementary,Juliette Low,Magnolia Elementary_Juliette Low,tested,FALSE,1
Magnolia Elementary,Dr. Peter Marshall,Magnolia Elementary_Dr. Peter Marshall,tested,FALSE,1
Magnolia Elementary,Mattie Lou Maxwell,Magnolia Elementary_Mattie Lou Maxwell,tested,FALSE,1
Magnolia Elementary,Jonas E. Salk,Magnolia Elementary_Jonas E. Salk,tested,FALSE,1
Magnolia Elementary,Dr. Albert Schweitzer,Magnolia Elementary_Dr. Albert Schweitzer,tested,FALSE,1
Anaheim Union High,Dale Junior High,Anaheim Union High_Dale Junior High,tested,FALSE,1
Placentia-Yorba Linda Unified,Glenview Elementary,Placentia-Yorba Linda Unified_Glenview Elementary,tested,FALSE,2
Placentia-Yorba Linda Unified,Esperanza High,Placentia-Yorba Linda Unified_Esperanza High,tested,FALSE,1
Placentia-Yorba Linda Unified,Woodsboro Elementary,Placentia-Yorba Linda Unified_Woodsboro Elementary,tested,FALSE,1
Anaheim Elementary,Gauer (Melbourne A.) Elementary,Anaheim Elementary_Gauer (Melbourne A.) Elementary,tested,FALSE,1
Anaheim Elementary,Marshall (John) Elementary,Anaheim Elementary_Marshall (John) Elementary,tested,FALSE,1
Anaheim Elementary,Henry (Patrick) Elementary,Anaheim Elementary_Henry (Patrick) Elementary,tested,FALSE,1
Anaheim Elementary,Mann (Horace) Elementary,Anaheim Elementary_Mann (Horace) Elementary,tested,FALSE,1
Anaheim Elementary,Barton (Clara) Elementary,Anaheim Elementary_Barton (Clara) Elementary,tested,FALSE,1
Anaheim Elementary,Loara Elementary,Anaheim Elementary_Loara Elementary,tested,FALSE,1
Anaheim Elementary,Price (Adelaide) Elementary,Anaheim Elementary_Price (Adelaide) Elementary,tested,FALSE,1
Anaheim Elementary,Key (Francis Scott),Anaheim Elementary_Key (Francis Scott),tested,FALSE,1
Anaheim Elementary,Palm Lane Elementary,Anaheim Elementary_Palm Lane Elementary,tested,FALSE,1
Anaheim Elementary,Ross (Betsy) Elementary,Anaheim Elementary_Ross (Betsy) Elementary,tested,FALSE,1
Anaheim Elementary,Orange Grove Elementary,Anaheim Elementary_Orange Grove Elementary,tested,FALSE,2
Anaheim Elementary,Madison (James) Elementary,Anaheim Elementary_Madison (James) Elementary,tested,FALSE,1
Anaheim Elementary,Stoddard (Alexander J.) Elementary,Anaheim Elementary_Stoddard (Alexander J.) Elementary,tested,FALSE,1
Anaheim Elementary,Revere (Paul) Elementary,Anaheim Elementary_Revere (Paul) Elementary,tested,FALSE,2
Anaheim Elementary,GOALS Academy,Anaheim Elementary_GOALS Academy,tested,FALSE,1
Anaheim Elementary,Edison (Thomas) Elementary,Anaheim Elementary_Edison (Thomas) Elementary,tested,FALSE,1
Anaheim Elementary,Lincoln (Abraham) Elementary,Anaheim Elementary_Lincoln (Abraham) Elementary,tested,FALSE,1
Anaheim Elementary,Sunkist Elementary,Anaheim Elementary_Sunkist Elementary,tested,FALSE,2
Anaheim Elementary,Franklin (Benjamin) Elementary,Anaheim Elementary_Franklin (Benjamin) Elementary,tested,FALSE,1
Anaheim Elementary,Jefferson (Thomas) Elementary,Anaheim Elementary_Jefferson (Thomas) Elementary,tested,FALSE,1
Anaheim Elementary,Roosevelt (Theodore) Elementary,Anaheim Elementary_Roosevelt (Theodore) Elementary,tested,FALSE,1
Anaheim Elementary,Juarez (Benito) Elementary,Anaheim Elementary_Juarez (Benito) Elementary,tested,FALSE,2
Anaheim Elementary,Guinn (James M.) Elementary,Anaheim Elementary_Guinn (James M.) Elementary,tested,FALSE,1
Anaheim Elementary,Ponderosa Elementary,Anaheim Elementary_Ponderosa Elementary,tested,FALSE,2
Orange Unified,Running Springs Elementary,Orange Unified_Running Springs Elementary,tested,FALSE,1
Orange Unified,Anaheim Hills Elementary,Orange Unified_Anaheim Hills Elementary,tested,FALSE,1
Orange Unified,Canyon High,Orange Unified_Canyon High,tested,FALSE,2
Orange Unified,Nohl Canyon Elementary,Orange Unified_Nohl Canyon Elementary,tested,FALSE,1
Orange Unified,Imperial Elementary,Orange Unified_Imperial Elementary,tested,FALSE,2
Orange Unified,Canyon Hills,Orange Unified_Canyon Hills,tested,FALSE,1
Orange Unified,Crescent Elementary,Orange Unified_Crescent Elementary,tested,FALSE,2
Orange Unified,Canyon Rim Elementary,Orange Unified_Canyon Rim Elementary,tested,FALSE,1
Orange Unified,El Rancho Charter,Orange Unified_El Rancho Charter,tested,FALSE,1
Orange Unified,Orange Unified Pre-K SDC,Orange Unified_Orange Unified Pre-K SDC,tested,FALSE,1
Anaheim Union High,Anaheim High,Anaheim Union High_Anaheim High,tested,FALSE,1
Anaheim Union High,Ball Junior High,Anaheim Union High_Ball Junior High,tested,FALSE,1
Anaheim Union High,Brookhurst Junior High,Anaheim Union High_Brookhurst Junior High,tested,FALSE,1
Anaheim Union High,Gilbert High (Continuation),Anaheim Union High_Gilbert High (Continuation),tested,FALSE,1
Anaheim Union High,Katella High,Anaheim Union High_Katella High,tested,FALSE,1
Anaheim Union High,Loara High,Anaheim Union High_Loara High,tested,FALSE,1
Anaheim Union High,Magnolia High,Anaheim Union High_Magnolia High,tested,FALSE,1
Anaheim Union High,Orangeview Junior High,Anaheim Union High_Orangeview Junior High,tested,FALSE,1
Anaheim Union High,Savanna High,Anaheim Union High_Savanna High,tested,FALSE,1
Anaheim Union High,South Junior High,Anaheim Union High_South Junior High,tested,FALSE,1
Anaheim Union High,Sycamore Junior High,Anaheim Union High_Sycamore Junior High,tested,FALSE,1
Anaheim Union High,Western High,Anaheim Union High_Western High,tested,FALSE,1
Centralia Elementary,Centralia Elementary,Centralia Elementary_Centralia Elementary,tested,FALSE,1
Centralia Elementary,Danbrook Elementary,Centralia Elementary_Danbrook Elementary,tested,FALSE,1
Savanna Elementary,Twila Reid Elementary,Savanna Elementary_Twila Reid Elementary,tested,FALSE,1
Savanna Elementary,Hansen Elementary,Savanna Elementary_Hansen Elementary,tested,FALSE,1
Savanna Elementary,Cerritos Elementary,Savanna Elementary_Cerritos Elementary,tested,FALSE,3
North Orange County ROP,North Orange County ROP,North Orange County ROP_North Orange County ROP,tested,FALSE,1
